County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
48 - Solano,2021-11-18T00:00:00,In Review,"$2,736,706.00 ",11,Bay Area Counties
48 - Solano,2021-11-18T00:00:00,Pending Construction,"$29,870,339.12 ",23,Bay Area Counties
48 - Solano,2021-11-18T00:00:00,In Construction,"$33,902,669.86 ",42,Bay Area Counties
48 - Solano,2021-11-18T00:00:00,In Closure,"$1,352,389.79 ",4,Bay Area Counties
49 - Sonoma,2021-11-18T00:00:00,In Review,"$7,119,548.00 ",19,Bay Area Counties
49 - Sonoma,2021-11-18T00:00:00,Pending Construction,"$22,158,859.26 ",20,Bay Area Counties
49 - Sonoma,2021-11-18T00:00:00,In Construction,"$144,644,941.96 ",59,Bay Area Counties
49 - Sonoma,2021-11-18T00:00:00,In Closure,"$11,017,039.35 ",2,Bay Area Counties
50 - Stanislaus,2021-11-18T00:00:00,In Review,"$34,404,986.00 ",13,""
50 - Stanislaus,2021-11-18T00:00:00,Pending Construction,"$2,275,012.00 ",14,""
50 - Stanislaus,2021-11-18T00:00:00,In Construction,"$17,319,403.56 ",32,""
50 - Stanislaus,2021-11-18T00:00:00,In Closure,"$12,692.35 ",1,""
51 - Sutter,2021-11-18T00:00:00,In Review,"$240,000.00 ",2,""
51 - Sutter,2021-11-18T00:00:00,Pending Construction,"$64,020.00 ",2,""
51 - Sutter,2021-11-18T00:00:00,In Construction,"$30,000.00 ",1,""
51 - Sutter,2021-11-18T00:00:00,In Closure,0,0,""
52 - Tehama,2021-11-18T00:00:00,In Review,"$1,117,475.00 ",1,""
52 - Tehama,2021-11-18T00:00:00,Pending Construction,"$3,656,000.00 ",5,""
52 - Tehama,2021-11-18T00:00:00,In Construction,"$343,836.00 ",3,""
52 - Tehama,2021-11-18T00:00:00,In Closure,0,0,""
53 - Trinity,2021-11-18T00:00:00,In Review,0,0,""
53 - Trinity,2021-11-18T00:00:00,Pending Construction,0,0,""
53 - Trinity,2021-11-18T00:00:00,In Construction,"$951,500.00 ",2,""
53 - Trinity,2021-11-18T00:00:00,In Closure,0,0,""
54 - Tulare,2021-11-18T00:00:00,In Review,"$25,793,944.00 ",3,""
54 - Tulare,2021-11-18T00:00:00,Pending Construction,"$1,875,498.00 ",7,""
54 - Tulare,2021-11-18T00:00:00,In Construction,"$46,230,718.06 ",30,""
54 - Tulare,2021-11-18T00:00:00,In Closure,0,0,""
55 - Tuolumne,2021-11-18T00:00:00,In Review,"$2,585,000.00 ",1,""
55 - Tuolumne,2021-11-18T00:00:00,Pending Construction,0,0,""
55 - Tuolumne,2021-11-18T00:00:00,In Construction,"$34,000.00 ",1,""
55 - Tuolumne,2021-11-18T00:00:00,In Closure,"$7,500.00 ",1,""
56 - Ventura,2021-11-18T00:00:00,In Review,"$13,986,000.00 ",6,Greater Los Angeles Counties
56 - Ventura,2021-11-18T00:00:00,Pending Construction,"$14,573,380.00 ",16,Greater Los Angeles Counties
56 - Ventura,2021-11-18T00:00:00,In Construction,"$155,513,984.38 ",40,Greater Los Angeles Counties
56 - Ventura,2021-11-18T00:00:00,In Closure,"$17,843,682.00 ",5,Greater Los Angeles Counties
57 - Yolo,2021-11-18T00:00:00,In Review,0,0,Greater Sacramento Counties
57 - Yolo,2021-11-18T00:00:00,Pending Construction,"$3,802,098.00 ",5,Greater Sacramento Counties
57 - Yolo,2021-11-18T00:00:00,In Construction,"$64,546,637.00 ",15,Greater Sacramento Counties
57 - Yolo,2021-11-18T00:00:00,In Closure,0,0,Greater Sacramento Counties
58 - Yuba,2021-11-18T00:00:00,In Review,"$108,500.00 ",2,""
58 - Yuba,2021-11-18T00:00:00,Pending Construction,$750.00 ,1,""
58 - Yuba,2021-11-18T00:00:00,In Construction,"$6,693,139.54 ",9,""
58 - Yuba,2021-11-18T00:00:00,In Closure,"$21,428.00 ",1,""
01 - Alameda,2021-12-02T00:00:00,In Review,"$27,143,060.00 ",30,Bay Area Counties
01 - Alameda,2021-12-02T00:00:00,Pending Construction,"$20,697,866.61 ",39,Bay Area Counties
01 - Alameda,2021-12-02T00:00:00,In Construction,"$256,248,141.39 ",94,Bay Area Counties
01 - Alameda,2021-12-02T00:00:00,In Closure,"$3,426,419.00 ",11,Bay Area Counties
02 - Alpine,2021-12-02T00:00:00,In Review,0,0,""
02 - Alpine,2021-12-02T00:00:00,Pending Construction,0,0,""
02 - Alpine,2021-12-02T00:00:00,In Construction,0,0,""
02 - Alpine,2021-12-02T00:00:00,In Closure,0,0,""
03 - Amador,2021-12-02T00:00:00,In Review,"$1,114,782.00 ",3,""
03 - Amador,2021-12-02T00:00:00,Pending Construction,"$7,000.00 ",1,""
03 - Amador,2021-12-02T00:00:00,In Construction,"$750,546.00 ",2,""
03 - Amador,2021-12-02T00:00:00,In Closure,0,0,""
04 - Butte,2021-12-02T00:00:00,In Review,"$50,000.00 ",1,""
04 - Butte,2021-12-02T00:00:00,Pending Construction,"$329,333.00 ",1,""
04 - Butte,2021-12-02T00:00:00,In Construction,"$122,051,530.39 ",18,""
04 - Butte,2021-12-02T00:00:00,In Closure,0,0,""
05 - Calaveras,2021-12-02T00:00:00,In Review,"$720,500.00 ",3,""
05 - Calaveras,2021-12-02T00:00:00,Pending Construction,"$18,000.00 ",2,""
05 - Calaveras,2021-12-02T00:00:00,In Construction,0,0,""
05 - Calaveras,2021-12-02T00:00:00,In Closure,0,0,""
06 - Colusa,2021-12-02T00:00:00,In Review,0,0,""
06 - Colusa,2021-12-02T00:00:00,Pending Construction,0,0,""
06 - Colusa,2021-12-02T00:00:00,In Construction,0,0,""
06 - Colusa,2021-12-02T00:00:00,In Closure,0,0,""
07 - Contra Costa,2021-12-02T00:00:00,In Review,"$37,489,800.75 ",22,Bay Area Counties
07 - Contra Costa,2021-12-02T00:00:00,Pending Construction,"$67,561,777.22 ",27,Bay Area Counties
07 - Contra Costa,2021-12-02T00:00:00,In Construction,"$105,492,971.00 ",70,Bay Area Counties
07 - Contra Costa,2021-12-02T00:00:00,In Closure,"$4,900,808.00 ",5,Bay Area Counties
08 - Del Norte,2021-12-02T00:00:00,In Review,0,0,""
08 - Del Norte,2021-12-02T00:00:00,Pending Construction,"$93,000.00 ",2,""
08 - Del Norte,2021-12-02T00:00:00,In Construction,"$2,456,550.00 ",2,""
08 - Del Norte,2021-12-02T00:00:00,In Closure,"$1,752,007.00 ",1,""
09 - El Dorado,2021-12-02T00:00:00,In Review,"$1,245,636.03 ",3,Greater Sacramento Counties
09 - El Dorado,2021-12-02T00:00:00,Pending Construction,"$808,153.50 ",4,Greater Sacramento Counties
09 - El Dorado,2021-12-02T00:00:00,In Construction,"$10,956,410.88 ",6,Greater Sacramento Counties
09 - El Dorado,2021-12-02T00:00:00,In Closure,0,0,Greater Sacramento Counties
10 - Fresno,2021-12-02T00:00:00,In Review,"$52,540,593.00 ",11,""
10 - Fresno,2021-12-02T00:00:00,Pending Construction,"$20,237,739.16 ",20,""
10 - Fresno,2021-12-02T00:00:00,In Construction,"$194,616,766.47 ",85,""
10 - Fresno,2021-12-02T00:00:00,In Closure,"$152,010.00 ",5,""
11 - Glenn,2021-12-02T00:00:00,In Review,0,0,""
11 - Glenn,2021-12-02T00:00:00,Pending Construction,"$25,000.00 ",1,""
11 - Glenn,2021-12-02T00:00:00,In Construction,"$87,733.34 ",3,""
11 - Glenn,2021-12-02T00:00:00,In Closure,0,0,""
12 - Humboldt,2021-12-02T00:00:00,In Review,"$1,935,500.00 ",4,""
12 - Humboldt,2021-12-02T00:00:00,Pending Construction,"$3,889,250.00 ",8,""
12 - Humboldt,2021-12-02T00:00:00,In Construction,"$17,529,248.00 ",16,""
12 - Humboldt,2021-12-02T00:00:00,In Closure,0,0,""
13 - Imperial,2021-12-02T00:00:00,In Review,"$50,000.00 ",1,""
13 - Imperial,2021-12-02T00:00:00,Pending Construction,"$5,400,000.00 ",2,""
13 - Imperial,2021-12-02T00:00:00,In Construction,"$38,689,934.00 ",13,""
13 - Imperial,2021-12-02T00:00:00,In Closure,"$51,000.00 ",1,""
14 - Inyo,2021-12-02T00:00:00,In Review,"$2,290,000.00 ",1,""
14 - Inyo,2021-12-02T00:00:00,Pending Construction,"$1,021,866.00 ",2,""
14 - Inyo,2021-12-02T00:00:00,In Construction,"$1,585,500.00 ",3,""
14 - Inyo,2021-12-02T00:00:00,In Closure,0,0,""
15 - Kern,2021-12-02T00:00:00,In Review,"$98,312,796.00 ",18,""
15 - Kern,2021-12-02T00:00:00,Pending Construction,"$62,384,102.00 ",19,""
15 - Kern,2021-12-02T00:00:00,In Construction,"$58,293,642.83 ",38,""
15 - Kern,2021-12-02T00:00:00,In Closure,"$567,072.50 ",3,""
16 - Kings,2021-12-02T00:00:00,In Review,0,0,""
16 - Kings,2021-12-02T00:00:00,Pending Construction,0,0,""
16 - Kings,2021-12-02T00:00:00,In Construction,0,0,""
16 - Kings,2021-12-02T00:00:00,In Closure,0,0,""
17 - Lake,2021-12-02T00:00:00,In Review,"$4,313,578.00 ",6,""
17 - Lake,2021-12-02T00:00:00,Pending Construction,"$4,876,520.00 ",9,""
17 - Lake,2021-12-02T00:00:00,In Construction,"$3,322,845.00 ",10,""
17 - Lake,2021-12-02T00:00:00,In Closure,"$117,620.00 ",1,""
18 - Lassen,2021-12-02T00:00:00,In Review,"$4,970,699.00 ",2,""
18 - Lassen,2021-12-02T00:00:00,Pending Construction,"$425,000.00 ",2,""
18 - Lassen,2021-12-02T00:00:00,In Construction,"$9,271,475.00 ",2,""
18 - Lassen,2021-12-02T00:00:00,In Closure,0,0,""
19 - Los Angeles,2021-12-02T00:00:00,In Review,"$644,140,931.22 ",183,Greater Los Angeles Counties
19 - Los Angeles,2021-12-02T00:00:00,Pending Construction,"$583,984,378.42 ",425,Greater Los Angeles Counties
19 - Los Angeles,2021-12-02T00:00:00,In Construction,"$1,381,754,820.99 ",998,Greater Los Angeles Counties
19 - Los Angeles,2021-12-02T00:00:00,In Closure,"$93,684,391.14 ",138,Greater Los Angeles Counties
20 - Madera,2021-12-02T00:00:00,In Review,"$2,569,356.00 ",4,""
20 - Madera,2021-12-02T00:00:00,Pending Construction,"$7,833,128.95 ",9,""
20 - Madera,2021-12-02T00:00:00,In Construction,"$80,108,649.78 ",26,""
20 - Madera,2021-12-02T00:00:00,In Closure,"$1,713,156.20 ",2,""
21 - Marin,2021-12-02T00:00:00,In Review,"$2,585,517.00 ",9,Bay Area Counties
21 - Marin,2021-12-02T00:00:00,Pending Construction,"$36,776,053.00 ",25,Bay Area Counties
21 - Marin,2021-12-02T00:00:00,In Construction,"$42,776,807.24 ",31,Bay Area Counties
21 - Marin,2021-12-02T00:00:00,In Closure,"$181,174,952.75 ",15,Bay Area Counties
22 - Mariposa,2021-12-02T00:00:00,In Review,"$15,000.00 ",1,""
22 - Mariposa,2021-12-02T00:00:00,Pending Construction,0,0,""
22 - Mariposa,2021-12-02T00:00:00,In Construction,"$25,000.00 ",1,""
22 - Mariposa,2021-12-02T00:00:00,In Closure,0,0,""
23 - Mendocino,2021-12-02T00:00:00,In Review,"$204,000.00 ",2,""
23 - Mendocino,2021-12-02T00:00:00,Pending Construction,"$92,007.68 ",3,""
23 - Mendocino,2021-12-02T00:00:00,In Construction,"$6,408,402.68 ",19,""
23 - Mendocino,2021-12-02T00:00:00,In Closure,0,0,""
24 - Merced,2021-12-02T00:00:00,In Review,"$320,000.00 ",2,""
24 - Merced,2021-12-02T00:00:00,Pending Construction,"$89,000.00 ",4,""
24 - Merced,2021-12-02T00:00:00,In Construction,"$1,079,143.00 ",5,""
24 - Merced,2021-12-02T00:00:00,In Closure,0,0,""
25 - Modoc,2021-12-02T00:00:00,In Review,0,0,""
25 - Modoc,2021-12-02T00:00:00,Pending Construction,0,0,""
25 - Modoc,2021-12-02T00:00:00,In Construction,"$21,700.00 ",1,""
25 - Modoc,2021-12-02T00:00:00,In Closure,0,0,""
26 - Mono,2021-12-02T00:00:00,In Review,0,0,""
26 - Mono,2021-12-02T00:00:00,Pending Construction,"$118,134.00 ",2,""
26 - Mono,2021-12-02T00:00:00,In Construction,"$434,040.00 ",3,""
26 - Mono,2021-12-02T00:00:00,In Closure,0,0,""
27 - Monterey,2021-12-02T00:00:00,In Review,"$17,171,549.00 ",11,""
27 - Monterey,2021-12-02T00:00:00,Pending Construction,"$16,712,900.13 ",19,""
27 - Monterey,2021-12-02T00:00:00,In Construction,"$61,355,173.25 ",43,""
27 - Monterey,2021-12-02T00:00:00,In Closure,"$15,417,986.00 ",2,""
28 - Napa,2021-12-02T00:00:00,In Review,"$1,183,395.00 ",6,Bay Area Counties
28 - Napa,2021-12-02T00:00:00,Pending Construction,"$1,045,200.00 ",7,Bay Area Counties
28 - Napa,2021-12-02T00:00:00,In Construction,"$25,630,591.00 ",17,Bay Area Counties
28 - Napa,2021-12-02T00:00:00,In Closure,"$1,833,213.00 ",3,Bay Area Counties
29 - Nevada,2021-12-02T00:00:00,In Review,"$5,657,652.00 ",2,""
29 - Nevada,2021-12-02T00:00:00,Pending Construction,"$98,879.00 ",2,""
29 - Nevada,2021-12-02T00:00:00,In Construction,"$2,609,585.66 ",5,""
29 - Nevada,2021-12-02T00:00:00,In Closure,"$275,000.00 ",1,""
30 - Orange,2021-12-02T00:00:00,In Review,"$139,807,705.12 ",53,Greater Los Angeles Counties
30 - Orange,2021-12-02T00:00:00,Pending Construction,"$56,342,573.00 ",97,Greater Los Angeles Counties
30 - Orange,2021-12-02T00:00:00,In Construction,"$180,430,252.91 ",141,Greater Los Angeles Counties
30 - Orange,2021-12-02T00:00:00,In Closure,"$14,819,742.78 ",12,Greater Los Angeles Counties
31 - Placer,2021-12-02T00:00:00,In Review,"$24,199,492.00 ",16,Greater Sacramento Counties
31 - Placer,2021-12-02T00:00:00,Pending Construction,"$11,992,000.00 ",8,Greater Sacramento Counties
31 - Placer,2021-12-02T00:00:00,In Construction,"$63,084,648.15 ",26,Greater Sacramento Counties
31 - Placer,2021-12-02T00:00:00,In Closure,0,0,Greater Sacramento Counties
32 - Plumas,2021-12-02T00:00:00,In Review,0,0,""
32 - Plumas,2021-12-02T00:00:00,Pending Construction,0,0,""
32 - Plumas,2021-12-02T00:00:00,In Construction,"$289,348.00 ",1,""
32 - Plumas,2021-12-02T00:00:00,In Closure,0,0,""
33 - Riverside,2021-12-02T00:00:00,In Review,"$194,535,330.47 ",38,""
33 - Riverside,2021-12-02T00:00:00,Pending Construction,"$134,687,417.62 ",64,""
33 - Riverside,2021-12-02T00:00:00,In Construction,"$325,579,705.66 ",135,""
33 - Riverside,2021-12-02T00:00:00,In Closure,"$203,379,927.22 ",26,""
34 - Sacramento,2021-12-02T00:00:00,In Review,"$61,530,887.76 ",34,Greater Sacramento Counties
34 - Sacramento,2021-12-02T00:00:00,Pending Construction,"$63,412,339.68 ",43,Greater Sacramento Counties
34 - Sacramento,2021-12-02T00:00:00,In Construction,"$435,671,743.38 ",149,Greater Sacramento Counties
34 - Sacramento,2021-12-02T00:00:00,In Closure,"$4,393,328.90 ",13,Greater Sacramento Counties
35 - San Benito,2021-12-02T00:00:00,In Review,0,0,""
35 - San Benito,2021-12-02T00:00:00,Pending Construction,"$1,250,000.00 ",1,""
35 - San Benito,2021-12-02T00:00:00,In Construction,"$347,027.00 ",2,""
35 - San Benito,2021-12-02T00:00:00,In Closure,0,0,""
36 - San Bernardino,2021-12-02T00:00:00,In Review,"$23,006,960.00 ",33,""
36 - San Bernardino,2021-12-02T00:00:00,Pending Construction,"$26,212,043.56 ",61,""
36 - San Bernardino,2021-12-02T00:00:00,In Construction,"$373,525,386.27 ",117,""
36 - San Bernardino,2021-12-02T00:00:00,In Closure,"$110,666,295.48 ",27,""
37 - San Diego,2021-12-02T00:00:00,In Review,"$600,381,003.89 ",62,""
37 - San Diego,2021-12-02T00:00:00,Pending Construction,"$46,850,457.82 ",71,""
37 - San Diego,2021-12-02T00:00:00,In Construction,"$718,340,979.19 ",180,""
37 - San Diego,2021-12-02T00:00:00,In Closure,"$26,536,297.14 ",41,""
38 - San Francisco,2021-12-02T00:00:00,In Review,"$57,028,618.00 ",21,Bay Area Counties
38 - San Francisco,2021-12-02T00:00:00,Pending Construction,"$23,371,862.00 ",38,Bay Area Counties
38 - San Francisco,2021-12-02T00:00:00,In Construction,"$232,710,681.29 ",118,Bay Area Counties
38 - San Francisco,2021-12-02T00:00:00,In Closure,"$28,461,125.10 ",19,Bay Area Counties
39 - San Joaquin,2021-12-02T00:00:00,In Review,"$1,429,008.00 ",5,""
39 - San Joaquin,2021-12-02T00:00:00,Pending Construction,"$15,956,131.00 ",24,""
39 - San Joaquin,2021-12-02T00:00:00,In Construction,"$37,308,360.00 ",23,""
39 - San Joaquin,2021-12-02T00:00:00,In Closure,"$1,672,792.00 ",3,""
40 - San Luis Obispo,2021-12-02T00:00:00,In Review,"$73,720,000.00 ",5,""
40 - San Luis Obispo,2021-12-02T00:00:00,Pending Construction,"$1,264,566.00 ",5,""
40 - San Luis Obispo,2021-12-02T00:00:00,In Construction,"$7,050,760.48 ",11,""
40 - San Luis Obispo,2021-12-02T00:00:00,In Closure,0,0,""
41 - San Mateo,2021-12-02T00:00:00,In Review,"$7,175,325.00 ",18,Bay Area Counties
41 - San Mateo,2021-12-02T00:00:00,Pending Construction,"$13,641,167.00 ",19,Bay Area Counties
41 - San Mateo,2021-12-02T00:00:00,In Construction,"$84,125,650.70 ",57,Bay Area Counties
41 - San Mateo,2021-12-02T00:00:00,In Closure,"$531,499.11 ",3,Bay Area Counties
42 - Santa Barbara,2021-12-02T00:00:00,In Review,"$3,298,670.00 ",5,""
42 - Santa Barbara,2021-12-02T00:00:00,Pending Construction,"$22,025,332.14 ",15,""
42 - Santa Barbara,2021-12-02T00:00:00,In Construction,"$33,603,616.00 ",20,""
42 - Santa Barbara,2021-12-02T00:00:00,In Closure,"$1,564,113.00 ",6,""
43 - Santa Clara,2021-12-02T00:00:00,In Review,"$732,516,289.00 ",65,Bay Area Counties
43 - Santa Clara,2021-12-02T00:00:00,Pending Construction,"$132,436,120.48 ",76,Bay Area Counties
43 - Santa Clara,2021-12-02T00:00:00,In Construction,"$814,634,997.57 ",181,Bay Area Counties
43 - Santa Clara,2021-12-02T00:00:00,In Closure,"$89,388,920.10 ",20,Bay Area Counties
44 - Santa Cruz,2021-12-02T00:00:00,In Review,"$7,462,952.43 ",2,""
44 - Santa Cruz,2021-12-02T00:00:00,Pending Construction,"$2,309,344.00 ",3,""
44 - Santa Cruz,2021-12-02T00:00:00,In Construction,"$9,745,881.55 ",18,""
44 - Santa Cruz,2021-12-02T00:00:00,In Closure,"$1,777,969.48 ",5,""
45 - Shasta,2021-12-02T00:00:00,In Review,"$406,040.00 ",5,""
45 - Shasta,2021-12-02T00:00:00,Pending Construction,"$3,198,000.00 ",3,""
45 - Shasta,2021-12-02T00:00:00,In Construction,"$25,054,558.74 ",15,""
45 - Shasta,2021-12-02T00:00:00,In Closure,"$1,301,012.00 ",4,""
46 - Sierra,2021-12-02T00:00:00,In Review,0,0,""
46 - Sierra,2021-12-02T00:00:00,Pending Construction,0,0,""
46 - Sierra,2021-12-02T00:00:00,In Construction,0,0,""
46 - Sierra,2021-12-02T00:00:00,In Closure,0,0,""
47 - Siskiyou,2021-12-02T00:00:00,In Review,"$677,993.20 ",2,""
47 - Siskiyou,2021-12-02T00:00:00,Pending Construction,"$1,213,473.00 ",1,""
47 - Siskiyou,2021-12-02T00:00:00,In Construction,"$6,763,970.00 ",6,""
47 - Siskiyou,2021-12-02T00:00:00,In Closure,"$858,096.44 ",1,""
48 - Solano,2021-12-02T00:00:00,In Review,"$2,809,578.00 ",11,Bay Area Counties
48 - Solano,2021-12-02T00:00:00,Pending Construction,"$29,918,339.12 ",24,Bay Area Counties
48 - Solano,2021-12-02T00:00:00,In Construction,"$33,932,669.86 ",42,Bay Area Counties
48 - Solano,2021-12-02T00:00:00,In Closure,"$1,001,965.79 ",3,Bay Area Counties
49 - Sonoma,2021-12-02T00:00:00,In Review,"$6,971,548.00 ",17,Bay Area Counties
49 - Sonoma,2021-12-02T00:00:00,Pending Construction,"$22,305,211.26 ",23,Bay Area Counties
49 - Sonoma,2021-12-02T00:00:00,In Construction,"$142,730,152.96 ",58,Bay Area Counties
49 - Sonoma,2021-12-02T00:00:00,In Closure,"$2,061,729.00 ",2,Bay Area Counties
50 - Stanislaus,2021-12-02T00:00:00,In Review,"$34,374,986.00 ",13,""
50 - Stanislaus,2021-12-02T00:00:00,Pending Construction,"$2,179,705.00 ",14,""
50 - Stanislaus,2021-12-02T00:00:00,In Construction,"$17,464,710.56 ",33,""
50 - Stanislaus,2021-12-02T00:00:00,In Closure,"$12,692.35 ",1,""
51 - Sutter,2021-12-02T00:00:00,In Review,"$200,000.00 ",1,""
51 - Sutter,2021-12-02T00:00:00,Pending Construction,"$100,000.00 ",2,""
51 - Sutter,2021-12-02T00:00:00,In Construction,"$33,520.00 ",2,""
51 - Sutter,2021-12-02T00:00:00,In Closure,0,0,""
52 - Tehama,2021-12-02T00:00:00,In Review,"$1,117,475.00 ",1,""
52 - Tehama,2021-12-02T00:00:00,Pending Construction,"$3,471,000.00 ",4,""
52 - Tehama,2021-12-02T00:00:00,In Construction,"$528,836.00 ",4,""
52 - Tehama,2021-12-02T00:00:00,In Closure,0,0,""
53 - Trinity,2021-12-02T00:00:00,In Review,0,0,""
53 - Trinity,2021-12-02T00:00:00,Pending Construction,0,0,""
53 - Trinity,2021-12-02T00:00:00,In Construction,"$951,500.00 ",2,""
53 - Trinity,2021-12-02T00:00:00,In Closure,0,0,""
54 - Tulare,2021-12-02T00:00:00,In Review,"$25,793,944.00 ",3,""
54 - Tulare,2021-12-02T00:00:00,Pending Construction,"$1,875,498.00 ",7,""
54 - Tulare,2021-12-02T00:00:00,In Construction,"$46,232,718.06 ",30,""
54 - Tulare,2021-12-02T00:00:00,In Closure,0,0,""
55 - Tuolumne,2021-12-02T00:00:00,In Review,"$2,585,000.00 ",1,""
55 - Tuolumne,2021-12-02T00:00:00,Pending Construction,0,0,""
55 - Tuolumne,2021-12-02T00:00:00,In Construction,"$34,000.00 ",1,""
55 - Tuolumne,2021-12-02T00:00:00,In Closure,0,0,""
56 - Ventura,2021-12-02T00:00:00,In Review,"$14,036,000.00 ",7,Greater Los Angeles Counties
56 - Ventura,2021-12-02T00:00:00,Pending Construction,"$10,666,537.00 ",11,Greater Los Angeles Counties
56 - Ventura,2021-12-02T00:00:00,In Construction,"$153,363,423.38 ",32,Greater Los Angeles Counties
56 - Ventura,2021-12-02T00:00:00,In Closure,"$18,601,150.00 ",7,Greater Los Angeles Counties
57 - Yolo,2021-12-02T00:00:00,In Review,0,0,Greater Sacramento Counties
57 - Yolo,2021-12-02T00:00:00,Pending Construction,"$3,802,098.00 ",5,Greater Sacramento Counties
57 - Yolo,2021-12-02T00:00:00,In Construction,"$64,546,637.00 ",15,Greater Sacramento Counties
57 - Yolo,2021-12-02T00:00:00,In Closure,0,0,Greater Sacramento Counties
58 - Yuba,2021-12-02T00:00:00,In Review,"$108,500.00 ",2,""
58 - Yuba,2021-12-02T00:00:00,Pending Construction,$750.00 ,1,""
58 - Yuba,2021-12-02T00:00:00,In Construction,"$6,696,639.54 ",9,""
58 - Yuba,2021-12-02T00:00:00,In Closure,"$24,147.00 ",1,""
01 - Alameda,2021-12-16T00:00:00,In Review,"$25,853,060.00 ",31,Bay Area Counties
01 - Alameda,2021-12-16T00:00:00,Pending Construction,"$24,112,866.61 ",41,Bay Area Counties
01 - Alameda,2021-12-16T00:00:00,In Construction,"$240,595,628.72 ",88,Bay Area Counties
01 - Alameda,2021-12-16T00:00:00,In Closure,"$18,967,592.67 ",14,Bay Area Counties
02 - Alpine,2021-12-16T00:00:00,In Review,0,0,""
02 - Alpine,2021-12-16T00:00:00,Pending Construction,0,0,""
02 - Alpine,2021-12-16T00:00:00,In Construction,0,0,""
02 - Alpine,2021-12-16T00:00:00,In Closure,0,0,""
03 - Amador,2021-12-16T00:00:00,In Review,"$1,114,782.00 ",3,""
03 - Amador,2021-12-16T00:00:00,Pending Construction,"$7,000.00 ",1,""
03 - Amador,2021-12-16T00:00:00,In Construction,"$750,546.00 ",2,""
03 - Amador,2021-12-16T00:00:00,In Closure,0,0,""
04 - Butte,2021-12-16T00:00:00,In Review,"$50,000.00 ",1,""
04 - Butte,2021-12-16T00:00:00,Pending Construction,"$329,333.00 ",1,""
04 - Butte,2021-12-16T00:00:00,In Construction,"$122,061,030.39 ",18,""
04 - Butte,2021-12-16T00:00:00,In Closure,0,0,""
05 - Calaveras,2021-12-16T00:00:00,In Review,"$720,500.00 ",3,""
